timestamp,interest_rate
2018-10-01 00:00:00,0.0005331499
2018-10-01 04:00:00,0.0003262509875
2018-10-01 08:00:00,0.000339593454166668
2018-10-01 12:00:00,0.000377353583333332
2018-10-01 16:00:00,0.000231294466666668
2018-10-01 20:00:00,0.000587606858333332
2018-10-02 00:00:00,0.000375009175
2018-10-02 04:00:00,0.000757512954166668
2018-10-02 08:00:00,0.001047340245833332
2018-10-02 12:00:00,0.001164080375
2018-10-02 16:00:00,0.000781746475
2018-10-02 20:00:00,0.000918367570833332
2018-10-03 00:00:00,0.001499958345833332
2018-10-03 04:00:00,0.0011090098625
2018-10-03 08:00:00,0.000727919733333332
2018-10-03 12:00:00,0.000797086633333332
2018-10-03 16:00:00,0.000724319193069308
2018-10-03 20:00:00,0.000342226408333332
2018-10-04 00:00:00,0.000525180654166668
2018-10-04 04:00:00,0.000246638716666668
2018-10-04 08:00:00,0.000255110720833332
2018-10-04 12:00:00,0.0006516678625
2018-10-04 16:00:00,0.00029677595
2018-10-04 20:00:00,0.0004387888625
2018-10-05 00:00:00,6.8502383333332e-05
2018-10-05 04:00:00,-0.000150475783333332
2018-10-05 08:00:00,0.000289581020833332
2018-10-05 12:00:00,0.000254205454166668
2018-10-05 16:00:00,0.000380425033333332
2018-10-05 20:00:00,8.6747016666668e-05
2018-10-06 00:00:00,0.00050505445
2018-10-06 04:00:00,-8.2684108333332e-05
2018-10-06 08:00:00,-0.000220142654166668
2018-10-06 12:00:00,0.000141726604166668
2018-10-06 16:00:00,-7.9714170833332e-05
2018-10-06 20:00:00,-0.0001487476375
2018-10-07 00:00:00,-0.000206624345833332
2018-10-07 04:00:00,-0.000242566508333332
2018-10-07 08:00:00,-0.0004006312
2018-10-07 12:00:00,4.9304170833332e-05
2018-10-07 16:00:00,1.5699433333332e-05
2018-10-07 20:00:00,-2.5913691666668e-05
2018-10-08 00:00:00,0.000263445883333332
2018-10-08 04:00:00,0.000243414258333332
2018-10-08 08:00:00,-0.0001507061125
2018-10-08 12:00:00,3.5972633333332e-05
2018-10-08 16:00:00,5.7068855932204e-05
2018-10-08 20:00:00,-7.9293195833332e-05
2018-10-09 00:00:00,5.1098891666668e-05
2018-10-09 04:00:00,0.000224955779166668
2018-10-09 08:00:00,5.708765e-05
2018-10-09 12:00:00,0.000249497175
2018-10-09 16:00:00,0.000201596566666668
